Id no.,Dex no.,id,Species,Type 1,Type 2,HP Group,Starting HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,size helper,,,Size Class,weight helper,Weight Class,Egg Group 1,Egg Group 2,Ability 1,Ability 2,Hidden Ability,Region,Relevant?
1142,898,calyrex-shadow-rider,Shadow Rider Calyrex,Psychic,Ghost,+1d10/lvl,22,8,8,16,10,15,7,10,94,Large,118.17,Medium,No Eggs Discovered,,As One (Spectrier),,,Galar,y
1143,899,wyrdeer-default,Wyrdeer,Normal,Psychic,+1d10/lvl,22,10,7,10,7,6,5,11,71,Medium,209.66,Medium,Field,,Intimidate,Frisk,Sap Sipper,Hisui,
1144,900,kleavor-default,Kleavor,Bug,Rock,+1d8/lvl,21,13,9,4,7,8,5,11,71,Medium,196.21,Medium,Bug,,Swarm,Sheer Force,Sharpness,Hisui,
1145,901,ursaluna-default,Ursaluna,Ground,Normal,+1d12/lvl,23,14,10,4,8,5,7,10,94,Large,639.34,Massive,Field,,Guts,Bulletproof,Unnerve,Hisui,
1146,902,basculegion-male,Male Basculegion,Water,Ghost,+1d12/lvl,23,11,6,8,7,7,9,10,118,Large,242.51,Medium,Water 2,,Swift Swim,Adaptability,Mold Breaker,Hisui,
1147,902,basculegion-female,Female Basculegion,Water,Ghost,+1d12/lvl,23,9,6,10,7,7,9,10,118,Large,242.51,Medium,Water 2,,Swift Swim,Adaptability,Mold Breaker,Hisui,
1148,903,sneasler-default,Sneasler,Fighting,Poison,+1d8/lvl,21,13,6,4,8,12,4,3,51,Medium,94.8,Light,Field,,Pressure,Unburden,Poison Touch,Hisui,
1149,904,overqwil-default,Overqwil,Dark,Poison,+1d8/lvl,21,11,9,6,6,8,8,2,98,Large,133.38,Medium,Water 2,,Poison Point,Swift Swim,Intimidate,Hisui,
1150,905,enamorus-incarnate,Incarnate Enamorus,Fairy,Flying,+1d8/lvl,21,11,7,13,8,10,5,3,63,Medium,105.82,Medium,No Eggs Discovered,,Cute Charm,,Contrary,Hisui,
1151,905,enamorus-therian,Therian Enamorus,Fairy,Flying,+1d8/lvl,21,11,11,13,10,4,5,3,63,Medium,105.82,Medium,No Eggs Discovered,,Overcoat,,,Hisui,
1152,906,sprigatito-default,Sprigatito,Grass,,+1d4/lvl,19,6,5,4,4,6,1,4,16,Small,9.04,Feather,Field,Grass,Overgrow,,Protean,Paldea,y
1153,907,floragato-default,Floragato,Grass,,+1d6/lvl,20,8,6,6,6,8,2,11,35,Small,26.9,Light,Field,Grass,Overgrow,,Protean,Paldea,
1154,908,meowscarada-default,Meowscarada,Grass,Dark,+1d8/lvl,21,11,7,8,7,12,4,11,59,Medium,68.78,Light,Field,Grass,Overgrow,,Protean,Paldea,
1155,909,fuecoco-default,Fuecoco,Fire,,+1d6/lvl,20,4,5,6,4,3,1,4,16,Small,21.61,Light,Field,,Blaze,,Unaware,Paldea,y
1156,910,crocalor-default,Crocalor,Fire,,+1d8/lvl,21,5,7,9,5,4,3,3,39,Small,67.68,Light,Field,,Blaze,,Unaware,Paldea,
1157,911,skeledirge-default,Skeledirge,Fire,Ghost,+1d10/lvl,22,7,10,11,7,6,5,3,63,Medium,719.81,Massive,Field,,Blaze,,Unaware,Paldea,
1158,912,quaxly-default,Quaxly,Water,,+1d6/lvl,20,6,4,5,4,5,1,8,20,Small,13.45,Light,Flying,Water 1,Torrent,,Moxie,Paldea,y
1159,913,quaxwell-default,Quaxwell,Water,,+1d8/lvl,21,8,6,6,6,6,3,11,47,Medium,47.4,Light,Flying,Water 1,Torrent,,Moxie,Paldea,
1160,914,quaquaval-default,Quaquaval,Water,Fighting,+1d8/lvl,21,12,8,8,7,8,5,11,71,Medium,136.47,Medium,Flying,Water 1,Torrent,,Moxie,Paldea,
1161,915,lechonk-default,Lechonk,Normal,,+1d6/lvl,20,4,4,3,4,3,1,8,20,Small,22.49,Light,Field,,Aroma Veil,Gluttony,Thick Fat,Paldea,y
1162,916,oinkologne-male,Male Oinkologne,Normal,,+1d10/lvl,22,10,7,5,8,6,3,3,39,Small,264.55,Heavy,Field,,Lingering Aroma,Gluttony,Thick Fat,Paldea,
1163,916,oinkologne-female,Female Oinkologne,Normal,,+1d12/lvl,23,9,7,5,9,6,3,3,39,Small,264.55,Heavy,Field,,Aroma Veil,Gluttony,Thick Fat,Paldea,
1164,917,tarountula-default,Tarountula,Bug,,+1d4/lvl,19,4,4,2,4,2,0,12,12,Small,8.82,Feather,Bug,,Insomnia,,Stakeout,Paldea,y
1165,918,spidops-default,Spidops,Bug,,+1d6/lvl,20,7,9,5,8,3,3,3,39,Small,36.38,Light,Bug,,Insomnia,,Stakeout,Paldea,
1166,919,nymble-default,Nymble,Bug,,+1d4/lvl,19,4,4,2,2,4,0,8,8,Small,2.2,Feather,Bug,,Swarm,,Tinted Lens,Paldea,y
1167,920,lokix-default,Lokix,Bug,Dark,+1d8/lvl,21,10,7,5,5,9,3,3,39,Small,38.58,Light,Bug,,Swarm,,Tinted Lens,Paldea,
1168,921,pawmi-default,Pawmi,Electric,,+1d6/lvl,20,5,2,4,2,6,0,12,12,Small,5.51,Feather,Field,,Static,Natural Cure,Iron Fist,Paldea,y
1169,922,pawmo-default,Pawmo,Electric,Fighting,+1d6/lvl,20,7,4,5,4,8,1,4,16,Small,14.33,Light,Field,,Volt Absorb,Natural Cure,Iron Fist,Paldea,
1170,923,pawmot-default,Pawmot,Electric,Fighting,+1d8/lvl,21,11,7,7,6,10,2,11,35,Small,90.39,Light,Field,,Volt Absorb,Natural Cure,Iron Fist,Paldea,
1171,924,tandemaus-default,Tandemaus,Normal,,+1d6/lvl,20,5,4,4,4,7,0,12,12,Small,3.97,Feather,Field,Fairy,Run Away,Pickup,Own Tempo,Paldea,y
1172,925,maushold-family-of-three,Family Of Three Maushold,Normal,,+1d8/lvl,21,7,7,6,7,11,0,12,12,Small,5.07,Feather,Field,Fairy,Friend Guard,Cheek Pouch,Technician,Paldea,
1173,925,maushold-family-of-four,Family Of Four Maushold,Normal,,+1d8/lvl,21,7,7,6,7,11,0,12,12,Small,6.17,Feather,Field,Fairy,Friend Guard,Cheek Pouch,Technician,Paldea,
1174,926,fidough-default,Fidough,Fairy,,+1d4/lvl,19,5,7,3,5,6,0,12,12,Small,24.03,Light,Field,Mineral,Own Tempo,,Klutz,Paldea,y
1175,927,dachsbun-default,Dachsbun,Fairy,,+1d6/lvl,20,8,11,5,8,9,1,8,20,Small,32.85,Light,Field,Mineral,Well-Baked Body,,Aroma Veil,Paldea,
1176,928,smoliv-default,Smoliv,Grass,Normal,+1d4/lvl,19,3,4,5,5,3,0,12,12,Small,14.33,Light,Grass,,Early Bird,,Harvest,Paldea,y
1177,929,dolliv-default,Dolliv,Grass,Normal,+1d6/lvl,20,5,6,7,7,3,1,12,24,Small,26.23,Light,Grass,,Early Bird,,Harvest,Paldea,
1178,930,arboliva-default,Arboliva,Grass,Normal,+1d8/lvl,21,6,9,12,10,3,4,7,55,Medium,106.26,Medium,Grass,,Seed Sower,,Harvest,Paldea,
1179,931,squawkabilly-green,Squawkabilly,Normal,Flying,+1d8/lvl,21,9,5,4,5,9,1,12,24,Small,5.29,Feather,Flying,,Intimidate,Hustle,Guts,Paldea,y
1180,931,squawkabilly-blue,Blue Squawkabilly,Normal,Flying,+1d8/lvl,21,9,5,4,5,9,1,12,24,Small,5.29,Feather,Flying,,Intimidate,Hustle,Guts,Paldea,
1181,931,squawkabilly-yellow,Yellow Squawkabilly,Normal,Flying,+1d8/lvl,21,9,5,4,5,9,1,12,24,Small,5.29,Feather,Flying,,Intimidate,Hustle,Sheer Force,Paldea,
1182,931,squawkabilly-white,White Squawkabilly,Normal,Flying,+1d8/lvl,21,9,5,4,5,9,1,12,24,Small,5.29,Feather,Flying,,Intimidate,Hustle,Sheer Force,Paldea,
1183,932,nacli-default,Nacli,Rock,,+1d6/lvl,20,5,7,3,3,2,1,4,16,Small,35.27,Light,Mineral,,Purifying Salt,Sturdy,Clear Body,Paldea,y
1184,933,naclstack-default,Naclstack,Rock,,+1d6/lvl,20,6,10,3,6,3,1,12,24,Small,231.49,Medium,Mineral,,Purifying Salt,Sturdy,Clear Body,Paldea,
1185,934,garganacl-default,Garganacl,Rock,,+1d10/lvl,22,10,13,4,9,3,7,7,91,Large,529.11,Massive,Mineral,,Purifying Salt,Sturdy,Clear Body,Paldea,
1186,935,charcadet-default,Charcadet,Fire,,+1d4/lvl,19,5,4,5,4,3,1,12,24,Small,23.15,Light,Human-Like,,Flash Fire,,Flame Body,Paldea,y
1187,936,armarouge-default,Armarouge,Fire,Psychic,+1d8/lvl,21,6,10,12,8,7,4,11,59,Medium,187.39,Medium,Human-Like,,Flash Fire,,Weak Armor,Paldea,
1188,937,ceruledge-default,Ceruledge,Fire,Ghost,+1d8/lvl,21,12,8,6,10,8,5,3,63,Medium,136.69,Medium,Human-Like,,Flash Fire,,Weak Armor,Paldea,
1189,938,tadbulb-default,Tadbulb,Electric,,+1d6/lvl,20,3,4,5,3,4,0,12,12,Small,0.88,Feather,Water 1,,Own Tempo,Static,Damp,Paldea,y
1190,939,bellibolt-default,Bellibolt,Electric,,+1d10/lvl,22,6,9,10,8,4,3,11,47,Medium,249.12,Medium,Water 1,,Electromorphosis,Static,Damp,Paldea,
1191,940,wattrel-default,Wattrel,Electric,Flying,+1d4/lvl,19,4,3,5,4,7,1,4,16,Small,7.94,Feather,Water 1,Flying,Wind Power,Volt Absorb,Competitive,Paldea,y
1192,941,kilowattrel-default,Kilowattrel,Electric,Flying,+1d8/lvl,21,7,6,10,6,12,4,7,55,Medium,85.1,Light,Water 1,Flying,Wind Power,Volt Absorb,Competitive,Paldea,
1193,942,maschiff-default,Maschiff,Dark,,+1d6/lvl,20,7,6,4,5,5,1,8,20,Small,35.27,Light,Field,,Intimidate,Run Away,Stakeout,Paldea,y
1194,943,mabosstiff-default,Mabosstiff,Dark,,+1d8/lvl,21,12,9,6,7,8,3,7,43,Medium,134.48,Medium,Field,,Intimidate,Guard Dog,Stakeout,Paldea,
1195,944,shroodle-default,Shroodle,Poison,Normal,+1d4/lvl,19,6,3,4,3,7,0,8,8,Small,1.54,Feather,Field,,Unburden,Pickpocket,Prankster,Paldea,y
1196,945,grafaiai-default,Grafaiai,Poison,Normal,+1d6/lvl,20,9,6,8,7,11,2,4,28,Small,59.97,Light,Field,,Unburden,Poison Touch,Prankster,Paldea,
1197,946,bramblin-default,Bramblin,Grass,Ghost,+1d4/lvl,19,6,3,4,3,6,1,12,24,Small,1.32,Feather,Grass,,Wind Rider,,Infiltrator,Paldea,y
1198,947,brambleghast-default,Brambleghast,Grass,Ghost,+1d6/lvl,20,11,7,8,7,9,3,11,47,Medium,13.23,Light,Grass,,Wind Rider,,Infiltrator,Paldea,
1199,948,toedscool-default,Toedscool,Ground,Grass,+1d4/lvl,19,4,3,5,10,7,2,11,35,Small,72.75,Light,Grass,,Mycelium Might,,,Paldea,y
1200,949,toedscruel-default,Toedscruel,Ground,Grass,+1d8/lvl,21,7,6,8,12,10,6,3,75,Medium,127.87,Medium,Grass,,Mycelium Might,,,Paldea,
1201,950,klawf-default,Klawf,Rock,,+1d8/lvl,21,10,11,3,5,7,4,3,51,Medium,174.16,Medium,Water 3,,Anger Shell,Shell Armor,Regenerator,Paldea,y
1202,951,capsakid-default,Capsakid,Grass,,+1d6/lvl,20,6,4,6,4,5,0,12,12,Small,6.61,Feather,Grass,,Chlorophyll,Insomnia,Klutz,Paldea,y
1203,952,scovillain-default,Scovillain,Grass,Fire,+1d6/lvl,20,10,6,10,6,7,2,11,35,Small,33.07,Light,Grass,,Chlorophyll,Insomnia,Moody,Paldea,
1204,953,rellor-default,Rellor,Bug,,+1d4/lvl,19,5,6,3,5,3,0,8,8,Small,2.2,Feather,Bug,,Compound Eyes,,Shed Skin,Paldea,y
1205,954,rabsca-default,Rabsca,Bug,Psychic,+1d8/lvl,21,5,8,11,10,4,0,12,12,Small,7.72,Feather,Bug,,Synchronize,,Telepathy,Paldea,
1206,955,flittle-default,Flittle,Psychic,,+1d4/lvl,19,3,3,5,3,7,0,8,8,Small,3.31,Feather,Flying,,Anticipation,Frisk,Speed Boost,Paldea,y
1207,956,espathra-default,Espathra,Psychic,,+1d10/lvl,22,6,6,10,6,10,6,3,75,Medium,198.42,Medium,Flying,,Opportunist,Frisk,Speed Boost,Paldea,
1208,957,tinkatink-default,Tinkatink,Fairy,Steel,+1d6/lvl,20,4,4,3,6,5,1,4,16,Small,19.62,Light,Fairy,,Mold Breaker,Own Tempo,Pickpocket,Paldea,y
1209,958,tinkatuff-default,Tinkatuff,Fairy,Steel,+1d6/lvl,20,5,5,4,8,7,2,4,28,Small,130.29,Medium,Fairy,,Mold Breaker,Own Tempo,Pickpocket,Paldea,
1210,959,tinkaton-default,Tinkaton,Fairy,Steel,+1d8/lvl,21,7,7,7,10,9,2,4,28,Small,248.68,Medium,Fairy,,Mold Breaker,Own Tempo,Pickpocket,Paldea,
1211,960,wiglett-default,Wiglett,Water,,+1d4/lvl,19,5,2,3,2,9,3,11,47,Medium,3.97,Feather,Water 3,,Gooey,Rattled,Sand Veil,Paldea,y
1212,961,wugtrio-default,Wugtrio,Water,,+1d4/lvl,19,10,5,5,7,12,3,11,47,Medium,11.9,Light,Water 3,,Gooey,Rattled,Sand Veil,Paldea,
1213,962,bombirdier-default,Bombirdier,Flying,Dark,+1d8/lvl,21,10,8,6,8,8,4,11,59,Medium,94.58,Light,Water 3,,Big Pecks,Keen Eye,Rocky Payload,Paldea,y
1214,963,finizen-default,Finizen,Water,,+1d8/lvl,21,4,4,4,4,7,4,3,51,Medium,132.72,Medium,Field,Water 2,Water Veil,,,Paldea,y
1215,964,palafin-zero,Zero Palafin,Water,,+1d10/lvl,22,7,7,5,6,10,4,3,51,Medium,132.72,Medium,Field,Water 2,Zero to Hero,,,Paldea,
1216,964,palafin-hero,Hero Palafin,Water,,+1d10/lvl,22,16,9,10,8,10,5,11,71,Medium,214.73,Medium,Field,Water 2,Zero to Hero,,,Paldea,
1217,965,varoom-default,Varoom,Steel,Poison,+1d6/lvl,20,7,6,3,4,4,3,3,39,Small,77.16,Light,Mineral,,Overcoat,,Slow Start,Paldea,y
1218,966,revavroom-default,Revavroom,Steel,Poison,+1d8/lvl,21,11,9,5,6,9,5,11,71,Medium,264.55,Heavy,Mineral,,Overcoat,,Filter,Paldea,
1219,967,cyclizar-default,Cyclizar,Dragon,Normal,+1d8/lvl,21,9,6,8,6,12,5,3,63,Medium,138.89,Medium,Field,,Shed Skin,,Regenerator,Paldea,y
1220,968,orthworm-default,Orthworm,Steel,,+1d8/lvl,21,8,14,6,5,6,8,2,98,Large,683.43,Massive,Field,,Earth Eater,,Sand Veil,Paldea,y
1221,969,glimmet-default,Glimmet,Rock,Poison,+1d6/lvl,20,3,4,10,6,6,2,4,28,Small,17.64,Light,Mineral,,Toxic Debris,,Corrosion,Paldea,y
1222,970,glimmora-default,Glimmora,Rock,Poison,+1d8/lvl,21,5,9,13,8,8,4,11,59,Medium,99.21,Light,Mineral,,Toxic Debris,,Corrosion,Paldea,
1223,971,greavard-default,Greavard,Ghost,,+1d6/lvl,20,6,6,3,5,3,1,12,24,Small,77.16,Light,Field,,Pickup,,Fluffy,Paldea,y
1224,972,houndstone-default,Houndstone,Ghost,,+1d8/lvl,21,10,10,5,9,6,6,7,79,Medium,33.07,Light,Field,,Sand Rush,,Fluffy,Paldea,
1225,973,flamigo-default,Flamigo,Flying,Fighting,+1d8/lvl,21,11,7,7,6,9,5,3,63,Medium,81.57,Light,Flying,,Scrappy,Tangled Feet,Costar,Paldea,y
1226,974,cetoddle-default,Cetoddle,Ice,,+1d10/lvl,22,6,4,3,4,4,3,11,47,Medium,99.21,Light,Field,,Thick Fat,Snow Cloak,Sheer Force,Paldea,y
1227,975,cetitan-default,Cetitan,Ice,,+1d12/lvl,23,11,6,4,5,7,14,9,177,Large,1543.23,Massive,Field,,Thick Fat,Slush Rush,Sheer Force,Paldea,
1228,976,veluza-default,Veluza,Water,Psychic,+1d8/lvl,21,10,7,7,6,7,8,2,98,Large,198.42,Medium,Water 2,,Mold Breaker,,Sharpness,Paldea,y
1229,977,dondozo-default,Dondozo,Water,,+1d12/lvl,23,10,11,6,6,3,39,4,472,Gargantuan,485.02,Heavy,Water 2,,Unaware,Oblivious,Water Veil,Paldea,y
1230,978,tatsugiri-curly,Tatsugiri,Dragon,Water,+1d6/lvl,20,5,6,12,9,8,0,12,12,Small,17.64,Light,Water 2,,Commander,,Storm Drain,Paldea,y
1231,978,tatsugiri-droopy,Droopy Tatsugiri,Dragon,Water,+1d6/lvl,20,5,6,12,9,8,0,12,12,Small,17.64,Light,Water 2,,,,,Paldea,
1232,978,tatsugiri-stretchy,Stretchy Tatsugiri,Dragon,Water,+1d6/lvl,20,5,6,12,9,8,0,12,12,Small,17.64,Light,Water 2,,,,,Paldea,
1233,979,annihilape-default,Annihilape,Fighting,Ghost,+1d10/lvl,22,11,8,5,9,9,3,11,47,Medium,123.46,Medium,Field,,Vital Spirit,Inner Focus,Defiant,Paldea,
1234,980,clodsire-default,Clodsire,Poison,Ground,+1d12/lvl,23,7,6,4,10,2,5,11,71,Medium,491.63,Heavy,Water 1,Field,Poison Point,Water Absorb,Unaware,Paldea,
1235,981,farigiraf-default,Farigiraf,Normal,Psychic,+1d12/lvl,23,9,7,11,7,6,10,6,126,Large,352.74,Heavy,Field,,Cud Chew,Armor Tail,Sap Sipper,Paldea,
1236,982,dudunsparce-two,Two Dudunsparce,Normal,,+1d12/lvl,23,10,8,8,7,5,11,10,142,Large,86.42,Light,Field,,Serene Grace,Run Away,Rattled,Paldea,
1237,982,dudunsparce-three,Three Dudunsparce,Normal,,+1d12/lvl,23,10,8,8,7,5,14,9,177,Large,104.5,Medium,Field,,Serene Grace,Run Away,Rattled,Paldea,
1238,983,kingambit-default,Kingambit,Dark,Steel,+1d10/lvl,22,13,12,6,8,5,6,7,79,Medium,264.55,Heavy,Human-Like,,Defiant,Supreme Overlord,Pressure,Paldea,
1239,984,great-tusk-default,Great Tusk,Ground,Fighting,+1d12/lvl,23,13,13,5,5,8,7,3,87,Large,705.48,Massive,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1240,985,scream-tail-default,Scream Tail,Fairy,Psychic,+1d12/lvl,23,6,9,6,11,11,3,11,47,Medium,17.64,Light,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1241,986,brute-bonnet-default,Brute Bonnet,Grass,Dark,+1d10/lvl,22,12,9,7,9,5,3,11,47,Medium,46.3,Light,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1242,987,flutter-mane-default,Flutter Mane,Ghost,Fairy,+1d6/lvl,20,5,5,13,13,13,4,7,55,Medium,8.82,Feather,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1243,988,slither-wing-default,Slither Wing,Bug,Fighting,+1d8/lvl,21,13,7,8,10,8,10,6,126,Large,202.83,Medium,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1244,989,sandy-shocks-default,Sandy Shocks,Electric,Ground,+1d8/lvl,21,8,9,12,8,10,7,7,91,Large,132.28,Medium,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1245,990,iron-treads-default,Iron Treads,Ground,Steel,+1d8/lvl,21,11,12,7,7,10,2,11,35,Small,529.11,Massive,No Eggs Discovered,,Quark Drive,,,Paldea,y
1246,991,iron-bundle-default,Iron Bundle,Ice,Water,+1d6/lvl,20,8,11,12,6,13,1,12,24,Small,24.25,Light,No Eggs Discovered,,Quark Drive,,,Paldea,y
1247,992,iron-hands-default,Iron Hands,Fighting,Electric,+1d12/lvl,23,14,10,5,6,5,5,11,71,Medium,839.3,Massive,No Eggs Discovered,,Quark Drive,,,Paldea,y
1248,993,iron-jugulis-default,Iron Jugulis,Dark,Flying,+1d8/lvl,21,8,8,12,8,10,4,3,51,Medium,244.71,Medium,No Eggs Discovered,,Quark Drive,,,Paldea,y
1249,994,iron-moth-default,Iron Moth,Fire,Poison,+1d8/lvl,21,7,6,14,11,11,3,11,47,Medium,79.37,Light,No Eggs Discovered,,Quark Drive,,,Paldea,y
1250,995,iron-thorns-default,Iron Thorns,Rock,Electric,+1d10/lvl,22,13,11,7,8,7,5,3,63,Medium,668,Massive,No Eggs Discovered,,Quark Drive,,,Paldea,y
1251,996,frigibax-default,Frigibax,Dragon,Ice,+1d6/lvl,20,7,4,3,4,5,1,8,20,Small,37.48,Light,Dragon,Mineral,Thermal Exchange,,Ice Body,Paldea,y
1252,997,arctibax-default,Arctibax,Dragon,Ice,+1d8/lvl,21,9,6,4,6,6,2,7,31,Small,66.14,Light,Dragon,Mineral,Thermal Exchange,,Ice Body,Paldea,
1253,998,baxcalibur-default,Baxcalibur,Dragon,Ice,+1d12/lvl,23,14,9,7,8,8,6,11,83,Medium,462.97,Heavy,Dragon,Mineral,Thermal Exchange,,Ice Body,Paldea,
1254,999,gimmighoul-chest,Gimmighoul,Ghost,,+1d6/lvl,20,3,7,7,7,1,0,12,12,Small,11.02,Light,No Eggs Discovered,,Rattled,,,Paldea,y
1255,999,gimmighoul-roaming,Roaming Gimmighoul,Ghost,,+1d6/lvl,20,3,2,7,4,8,0,4,4,Small,0.22,Feather,No Eggs Discovered,,Run Away,,,Paldea,
1256,1000,gholdengo-default,Gholdengo,Steel,Ghost,+1d8/lvl,21,6,9,13,9,8,3,11,47,Medium,66.14,Light,No Eggs Discovered,,Good as Gold,,,Paldea,
1257,1001,wo-chien-default,Wo Chien,Dark,Grass,+1d8/lvl,21,8,10,9,13,7,4,11,59,Medium,163.58,Medium,No Eggs Discovered,,Tablets of Ruin,,,Paldea,y
1258,1002,chien-pao-default,Chien Pao,Dark,Ice,+1d8/lvl,21,12,8,9,6,13,6,3,75,Medium,335.54,Heavy,No Eggs Discovered,,Sword of Ruin,,,Paldea,y
1259,1003,ting-lu-default,Ting Lu,Dark,Ground,+1d12/lvl,23,11,12,5,8,4,8,10,106,Large,1542.57,Massive,No Eggs Discovered,,Vessel of Ruin,,,Paldea,y
1260,1004,chi-yu-default,Chi Yu,Dark,Fire,+1d6/lvl,20,8,8,13,12,10,1,4,16,Small,10.8,Light,No Eggs Discovered,,Beads of Ruin,,,Paldea,y
1261,1005,roaring-moon-default,Roaring Moon,Dragon,Dark,+1d10/lvl,22,13,7,5,10,11,6,7,79,Medium,837.76,Massive,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1262,1006,iron-valiant-default,Iron Valiant,Fairy,Fighting,+1d8/lvl,21,13,9,12,6,11,4,7,55,Medium,77.16,Light,No Eggs Discovered,,Quark Drive,,,Paldea,y
1263,1007,koraidon-apex,Koraidon,Fighting,Dragon,+1d10/lvl,22,13,11,8,10,13,11,6,138,Large,668,Massive,No Eggs Discovered,,Orichalcum Pulse,,,Paldea,y
1268,1008,miraidon-ultimate,Miraidon,Electric,Dragon,+1d10/lvl,22,8,10,13,11,13,11,6,138,Large,529.11,Massive,No Eggs Discovered,,Hadron Engine,,,Paldea,y
1273,1009,walking-wake-default,Walking Wake,Water,Dragon,+1d10/lvl,22,8,9,12,8,10,11,6,138,Large,617.29,Massive,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1274,1010,iron-leaves-default,Iron Leaves,Grass,Psychic,+1d8/lvl,21,13,8,7,10,10,4,11,59,Medium,275.58,Heavy,No Eggs Discovered,,Quark Drive,,,Paldea,y
1275,1011,dipplin-default,Dipplin,Grass,Dragon,+1d8/lvl,21,8,11,9,8,4,1,4,16,Small,9.7,Feather,Grass,Dragon,Supersweet Syrup,Gluttony,Sticky Hold,Paldea,y
1276,1012,poltchageist-artisan,Poltchageist,Grass,Ghost,+1d4/lvl,19,4,4,7,5,5,0,4,4,Small,2.43,Feather,Mineral,Amorphous,Hospitality,,Heatproof,Paldea,y
1277,1013,sinistcha-masterpiece,Masterpiece Sinistcha,Grass,Ghost,+1d8/lvl,21,6,10,12,8,7,0,8,8,Small,4.85,Feather,Mineral,Amorphous,Hospitality,,Heatproof,Paldea,
1278,1014,okidogi-default,Okidogi,Poison,Fighting,+1d8/lvl,21,12,11,5,8,8,5,11,71,Medium,203.27,Medium,No Eggs Discovered,,Toxic Chain,,Guard Dog,Paldea,y
1279,1015,munkidori-default,Munkidori,Poison,Psychic,+1d8/lvl,21,7,6,13,9,10,3,3,39,Small,26.9,Light,No Eggs Discovered,,Toxic Chain,,Frisk,Paldea,y
1280,1016,fezandipiti-default,Fezandipiti,Poison,Fairy,+1d8/lvl,21,9,8,7,12,9,4,7,55,Medium,66.36,Light,No Eggs Discovered,,Toxic Chain,,Technician,Paldea,y
1281,1017,ogerpon-teal-mask,Teal Mask Ogerpon,Grass,,+1d8/lvl,21,12,8,6,9,11,3,11,47,Medium,87.74,Light,No Eggs Discovered,,Defiant,,,Paldea,y
1282,1017,ogerpon-wellspring-mask,Wellspring Mask Ogerpon,Grass,Water,+1d8/lvl,21,12,8,6,9,11,3,11,47,Medium,87.74,Light,No Eggs Discovered,,Water Absorb,,,Paldea,y
1283,1017,ogerpon-hearthflame-mask,Hearthflame Mask Ogerpon,Grass,Fire,+1d8/lvl,21,12,8,6,9,11,3,11,47,Medium,87.74,Light,No Eggs Discovered,,Mold Breaker,,,Paldea,y
1284,1017,ogerpon-cornerstone-mask,Cornerstone Mask Ogerpon,Grass,Rock,+1d8/lvl,21,12,8,6,9,11,3,11,47,Medium,87.74,Light,No Eggs Discovered,,Sturdy,,,Paldea,y
1285,1018,archaludon-default,Archaludon,Steel,Dragon,+1d8/lvl,21,10,13,12,6,8,6,7,79,Medium,110.23,Medium,Mineral,Dragon,Stamina,Sturdy,Stalwart,Paldea,
1286,1019,hydrapple-default,Hydrapple,Grass,Dragon,+1d10/lvl,22,8,11,12,8,4,5,11,71,Medium,205.03,Medium,Grass,Dragon,Supersweet Syrup,Regenerator,Sticky Hold,Paldea,
1287,1020,gouging-fire-default,Gouging Fire,Fire,Dragon,+1d10/lvl,22,11,12,6,9,9,11,6,138,Large,1300.73,Massive,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1288,1021,raging-bolt-default,Raging Bolt,Electric,Dragon,+1d12/lvl,23,7,9,13,8,7,17,1,205,Huge,1058.22,Massive,No Eggs Discovered,,Protosynthesis,,,Paldea,y
1289,1022,iron-boulder-default,Iron Boulder,Rock,Psychic,+1d8/lvl,21,12,8,6,10,12,4,11,59,Medium,358.25,Heavy,No Eggs Discovered,,Quark Drive,,,Paldea,y
1290,1023,iron-crown-default,Iron Crown,Steel,Psychic,+1d8/lvl,21,7,10,12,10,9,5,3,63,Medium,343.92,Heavy,No Eggs Discovered,,Quark Drive,,,Paldea,y
1291,1024,terapagos-default,Terapagos,Normal,,+1d8/lvl,21,6,8,6,8,6,0,8,8,Small,14.33,Light,No Eggs Discovered,,Tera Shift,,,Paldea,y
1292,1024,terapagos-terastal,Terastal Terapagos,Normal,,+1d10/lvl,22,9,11,10,11,8,0,12,12,Small,35.27,Light,No Eggs Discovered,,Tera Shell,,,Paldea,y
1293,1024,terapagos-stellar,Stellar Terapagos,Normal,,+1d12/lvl,23,10,11,13,11,8,5,7,67,Medium,169.76,Medium,No Eggs Discovered,,Teraform Zero,,,Paldea,y
1294,1025,pecharunt-default,Pecharunt,Poison,Ghost,+1d8/lvl,21,8,16,8,8,8,0,12,12,Small,0.66,Feather,No Eggs Discovered,,Poison Puppeteer,,,Paldea,y
1295,801,magearna-origin-color,Origin Color Magearna,Steel,Fairy,+1d8/lvl,21,9,11,13,11,6,3,3,39,Small,177.47,Medium,No Eggs Discovered,,Soul-Heart,,,Alola,
